STATE,STATENAME,ST_CASE,VEH_NO,PER_NO,PERSONRF,PERSONRFNAME
1,Alabama,10320,1,1,0,None
1,Alabama,10321,1,1,0,None
1,Alabama,10322,1,1,0,None
1,Alabama,10322,1,2,0,None
1,Alabama,10322,2,1,0,None
1,Alabama,10322,3,1,0,None
1,Alabama,10323,1,1,0,None
1,Alabama,10323,1,2,0,None
1,Alabama,10323,2,1,0,None
1,Alabama,10324,1,1,0,None
1,Alabama,10324,1,2,0,None
1,Alabama,10324,2,1,0,None
1,Alabama,10325,1,1,0,None
1,Alabama,10325,2,1,0,None
1,Alabama,10326,1,1,0,None
1,Alabama,10326,1,2,0,None
1,Alabama,10327,1,1,0,None
1,Alabama,10327,2,1,0,None
1,Alabama,10327,2,2,0,None
1,Alabama,10327,2,3,0,None
1,Alabama,10328,1,1,0,None
1,Alabama,10329,1,1,0,None
1,Alabama,10330,1,1,0,None
1,Alabama,10330,1,2,0,None
1,Alabama,10331,1,1,0,None
1,Alabama,10331,1,2,0,None
1,Alabama,10332,1,1,0,None
1,Alabama,10332,2,1,0,None
1,Alabama,10333,1,1,0,None
1,Alabama,10334,0,1,0,None
1,Alabama,10334,1,1,0,None
1,Alabama,10335,1,1,0,None
1,Alabama,10336,1,1,0,None
1,Alabama,10336,2,1,0,None
1,Alabama,10336,2,2,0,None
1,Alabama,10337,1,1,0,None
1,Alabama,10338,1,1,0,None
1,Alabama,10339,1,1,0,None
1,Alabama,10339,1,2,5,Interfering With Driver
1,Alabama,10340,1,1,0,None
1,Alabama,10341,1,1,0,None
1,Alabama,10341,1,2,0,None
1,Alabama,10342,1,1,0,None
1,Alabama,10343,1,1,0,None
1,Alabama,10343,2,1,0,None
1,Alabama,10343,2,2,0,None
1,Alabama,10343,2,3,0,None
1,Alabama,10343,2,4,0,None
1,Alabama,10344,1,1,0,None
1,Alabama,10345,1,1,0,None
1,Alabama,10345,1,2,0,None
1,Alabama,10345,2,1,0,None
1,Alabama,10345,2,2,0,None
1,Alabama,10345,2,3,0,None
1,Alabama,10345,2,4,0,None
1,Alabama,10346,1,1,0,None
1,Alabama,10347,0,1,0,None
1,Alabama,10347,1,1,0,None
1,Alabama,10347,1,2,0,None
1,Alabama,10348,0,1,0,None
1,Alabama,10348,1,1,0,None
1,Alabama,10349,1,1,0,None
1,Alabama,10349,1,2,0,None
1,Alabama,10349,1,3,0,None
1,Alabama,10349,1,4,0,None
1,Alabama,10349,1,5,0,None
1,Alabama,10350,1,1,0,None
1,Alabama,10350,1,2,56,Non-Driver Flees Scene
1,Alabama,10350,2,1,0,None
1,Alabama,10351,1,1,0,None
1,Alabama,10351,2,1,0,None
1,Alabama,10351,2,2,0,None
1,Alabama,10352,1,1,0,None
1,Alabama,10352,2,1,0,None
1,Alabama,10352,2,2,0,None
1,Alabama,10353,0,1,0,None
1,Alabama,10353,1,1,0,None
1,Alabama,10354,1,1,0,None
1,Alabama,10355,1,1,0,None
1,Alabama,10355,2,1,0,None
1,Alabama,10355,2,2,0,None
1,Alabama,10355,2,3,0,None
1,Alabama,10355,2,4,0,None
1,Alabama,10355,3,1,0,None
1,Alabama,10355,3,2,0,None
1,Alabama,10355,3,3,0,None
1,Alabama,10357,1,1,0,None
1,Alabama,10357,2,1,0,None
1,Alabama,10357,2,2,0,None
1,Alabama,10358,1,1,0,None
1,Alabama,10358,2,1,0,None
1,Alabama,10358,2,2,0,None
1,Alabama,10359,1,1,0,None
1,Alabama,10359,1,2,0,None
1,Alabama,10359,1,3,0,None
1,Alabama,10359,1,4,0,None
1,Alabama,10359,1,5,0,None
1,Alabama,10359,1,6,0,None
1,Alabama,10359,1,7,0,None
1,Alabama,10360,1,1,0,None
1,Alabama,10360,1,2,0,None
1,Alabama,10361,0,1,0,None
1,Alabama,10361,1,1,0,None
1,Alabama,10362,1,1,0,None
1,Alabama,10362,2,1,0,None
1,Alabama,10363,1,1,0,None
1,Alabama,10363,1,2,0,None
1,Alabama,10363,2,1,0,None
1,Alabama,10364,0,1,0,None
1,Alabama,10364,1,1,0,None
1,Alabama,10365,1,1,0,None
1,Alabama,10365,2,1,0,None
1,Alabama,10365,2,2,0,None
1,Alabama,10365,2,3,0,None
1,Alabama,10365,2,4,0,None
1,Alabama,10366,1,1,0,None
1,Alabama,10366,2,1,0,None
1,Alabama,10366,2,2,0,None
1,Alabama,10366,2,3,0,None
1,Alabama,10366,2,4,0,None
1,Alabama,10367,1,1,0,None
1,Alabama,10367,2,1,0,None
1,Alabama,10367,3,1,0,None
1,Alabama,10367,4,1,0,None
1,Alabama,10367,5,1,0,None
1,Alabama,10368,1,1,0,None
1,Alabama,10368,1,2,0,None
1,Alabama,10369,1,1,0,None
1,Alabama,10369,1,2,0,None
1,Alabama,10369,2,1,0,None
1,Alabama,10370,1,1,0,None
1,Alabama,10370,2,1,0,None
1,Alabama,10371,1,1,0,None
1,Alabama,10372,1,1,0,None
1,Alabama,10373,1,1,0,None
1,Alabama,10373,2,1,0,None
1,Alabama,10373,3,1,0,None
1,Alabama,10374,1,1,0,None
1,Alabama,10375,1,1,0,None
1,Alabama,10376,0,1,0,None
1,Alabama,10376,1,1,0,None
1,Alabama,10377,1,1,0,None
1,Alabama,10377,2,1,0,None
1,Alabama,10377,3,1,0,None
1,Alabama,10378,1,1,0,None
1,Alabama,10378,1,2,0,None
1,Alabama,10379,1,1,0,None
1,Alabama,10379,1,2,0,None
1,Alabama,10380,1,1,0,None
1,Alabama,10380,2,1,0,None
1,Alabama,10381,1,1,0,None
1,Alabama,10382,1,1,0,None
1,Alabama,10383,1,1,0,None
1,Alabama,10383,2,1,0,None
1,Alabama,10383,3,1,0,None
1,Alabama,10383,3,2,0,None
1,Alabama,10383,3,3,0,None
1,Alabama,10383,3,4,0,None
1,Alabama,10383,4,1,0,None
1,Alabama,10384,1,1,0,None
1,Alabama,10384,2,1,0,None
1,Alabama,10385,1,1,0,None
1,Alabama,10385,1,2,0,None
1,Alabama,10385,2,1,0,None
1,Alabama,10385,3,1,0,None
1,Alabama,10386,1,1,0,None
1,Alabama,10386,2,1,0,None
1,Alabama,10386,2,2,0,None
1,Alabama,10386,2,3,0,None
1,Alabama,10386,2,4,0,None
1,Alabama,10386,3,1,0,None
1,Alabama,10386,4,1,0,None
1,Alabama,10386,4,2,0,None
1,Alabama,10386,4,3,0,None
1,Alabama,10387,1,1,0,None
1,Alabama,10387,2,1,0,None
1,Alabama,10388,1,1,0,None
1,Alabama,10388,2,1,0,None
1,Alabama,10388,2,2,0,None
1,Alabama,10388,2,3,0,None
1,Alabama,10389,1,1,0,None
1,Alabama,10390,1,1,0,None
1,Alabama,10390,2,1,0,None
1,Alabama,10391,0,1,0,None
1,Alabama,10391,1,1,0,None
1,Alabama,10392,0,1,0,None
1,Alabama,10392,1,1,0,None
1,Alabama,10393,1,1,0,None
1,Alabama,10394,1,1,0,None
1,Alabama,10395,1,1,0,None
1,Alabama,10396,1,1,0,None
1,Alabama,10397,1,1,0,None
1,Alabama,10397,1,2,0,None
1,Alabama,10398,1,1,0,None
1,Alabama,10398,2,1,0,None
1,Alabama,10398,2,2,0,None
1,Alabama,10399,1,1,0,None
1,Alabama,10399,2,1,0,None
1,Alabama,10400,1,1,0,None
1,Alabama,10400,1,2,0,None
1,Alabama,10401,0,1,0,None
1,Alabama,10401,1,1,0,None
1,Alabama,10402,1,1,0,None
1,Alabama,10402,1,2,0,None
1,Alabama,10402,2,1,0,None
1,Alabama,10403,1,1,0,None
1,Alabama,10403,2,1,0,None
1,Alabama,10404,1,1,0,None
1,Alabama,10405,1,1,0,None
1,Alabama,10406,1,1,0,None
1,Alabama,10407,1,1,0,None
1,Alabama,10407,2,1,0,None
1,Alabama,10408,1,1,0,None
1,Alabama,10409,1,1,0,None
1,Alabama,10410,1,1,0,None
1,Alabama,10411,1,1,0,None
1,Alabama,10412,1,1,0,None
1,Alabama,10413,0,1,0,None
1,Alabama,10413,1,1,0,None
1,Alabama,10414,1,1,0,None
1,Alabama,10414,2,1,0,None
1,Alabama,10414,2,2,0,None
1,Alabama,10415,1,1,0,None
1,Alabama,10415,1,2,0,None
1,Alabama,10415,1,3,0,None
1,Alabama,10415,1,4,0,None
1,Alabama,10415,1,5,0,None
1,Alabama,10415,1,6,0,None
1,Alabama,10415,1,7,0,None
1,Alabama,10416,1,1,0,None
1,Alabama,10416,2,1,0,None
1,Alabama,10417,1,1,0,None
1,Alabama,10417,1,2,0,None
1,Alabama,10417,1,3,0,None
1,Alabama,10417,2,1,0,None
1,Alabama,10418,1,1,0,None
1,Alabama,10418,1,2,0,None
1,Alabama,10419,1,1,0,None
1,Alabama,10419,1,2,0,None
1,Alabama,10419,2,1,0,None
1,Alabama,10419,2,2,0,None
1,Alabama,10420,1,1,0,None
1,Alabama,10420,2,1,0,None
1,Alabama,10421,1,1,0,None
1,Alabama,10421,1,2,0,None
1,Alabama,10422,1,1,0,None
1,Alabama,10423,1,1,0,None
1,Alabama,10423,2,1,0,None
1,Alabama,10424,1,1,0,None
1,Alabama,10424,1,2,0,None
1,Alabama,10424,2,1,0,None
1,Alabama,10425,1,1,0,None
1,Alabama,10426,1,1,0,None
1,Alabama,10426,2,1,0,None
1,Alabama,10426,2,2,0,None
1,Alabama,10427,1,1,0,None
1,Alabama,10428,0,1,0,None
1,Alabama,10428,1,1,0,None
1,Alabama,10428,1,2,0,None
1,Alabama,10429,1,1,0,None
1,Alabama,10429,1,2,0,None
1,Alabama,10429,2,1,0,None
1,Alabama,10429,2,2,0,None
1,Alabama,10430,1,1,0,None
1,Alabama,10431,1,1,0,None
1,Alabama,10432,1,1,0,None
1,Alabama,10432,2,1,0,None
1,Alabama,10434,1,1,0,None
1,Alabama,10434,1,2,0,None
1,Alabama,10435,1,1,0,None
1,Alabama,10436,1,1,0,None
1,Alabama,10436,2,1,0,None
1,Alabama,10436,2,2,0,None
1,Alabama,10436,3,1,0,None
1,Alabama,10436,3,2,0,None
1,Alabama,10436,4,1,0,None
1,Alabama,10437,1,1,0,None
1,Alabama,10437,1,2,0,None
1,Alabama,10437,1,3,0,None
1,Alabama,10438,1,1,0,None
1,Alabama,10439,1,1,0,None
1,Alabama,10439,2,1,0,None
1,Alabama,10439,2,2,0,None
1,Alabama,10440,0,1,0,None
1,Alabama,10440,1,1,0,None
1,Alabama,10441,0,1,0,None
1,Alabama,10441,1,1,0,None
1,Alabama,10442,1,1,0,None
1,Alabama,10442,2,1,0,None
1,Alabama,10443,0,1,0,None
1,Alabama,10443,1,1,0,None
1,Alabama,10444,1,1,0,None
1,Alabama,10444,2,1,0,None
1,Alabama,10445,0,1,0,None
1,Alabama,10445,1,1,0,None
1,Alabama,10446,0,1,0,None
1,Alabama,10446,1,1,0,None
1,Alabama,10446,1,2,0,None
1,Alabama,10446,1,3,0,None
1,Alabama,10446,1,4,0,None
1,Alabama,10447,1,1,0,None
1,Alabama,10447,2,1,0,None
1,Alabama,10448,1,1,0,None
1,Alabama,10448,1,2,0,None
1,Alabama,10448,2,1,0,None
1,Alabama,10449,0,1,0,None
1,Alabama,10449,1,1,0,None
1,Alabama,10450,1,1,0,None
1,Alabama,10450,1,2,0,None
1,Alabama,10450,2,1,0,None
1,Alabama,10450,2,2,0,None
1,Alabama,10451,1,1,0,None
1,Alabama,10451,2,1,0,None
1,Alabama,10451,3,1,0,None
1,Alabama,10451,3,2,0,None
1,Alabama,10452,1,1,0,None
1,Alabama,10453,1,1,0,None
1,Alabama,10453,1,2,0,None
1,Alabama,10453,1,3,0,None
1,Alabama,10454,1,1,0,None
1,Alabama,10454,1,2,0,None
1,Alabama,10454,2,1,0,None
1,Alabama,10455,1,1,0,None
1,Alabama,10456,1,1,0,None
1,Alabama,10457,1,1,0,None
1,Alabama,10457,2,1,0,None
1,Alabama,10458,1,1,0,None
1,Alabama,10458,1,2,0,None
1,Alabama,10459,1,1,0,None
1,Alabama,10459,2,1,0,None
1,Alabama,10459,2,2,0,None
1,Alabama,10460,1,1,0,None
1,Alabama,10461,1,1,0,None
1,Alabama,10461,2,1,0,None
1,Alabama,10461,3,1,0,None
1,Alabama,10462,0,1,0,None
1,Alabama,10462,1,1,0,None
1,Alabama,10463,1,1,0,None
1,Alabama,10463,1,2,0,None
1,Alabama,10464,1,1,0,None
1,Alabama,10464,2,1,0,None
1,Alabama,10465,0,1,9,Construction/Maintenance/Utility Worker
1,Alabama,10465,1,1,0,None
1,Alabama,10466,1,1,0,None
1,Alabama,10466,2,1,0,None
1,Alabama,10467,1,1,0,None
1,Alabama,10467,2,1,0,None
1,Alabama,10467,2,2,0,None
1,Alabama,10467,2,3,0,None
1,Alabama,10468,1,1,0,None
1,Alabama,10468,2,1,0,None
1,Alabama,10468,2,2,0,None
1,Alabama,10468,2,3,0,None
1,Alabama,10468,2,4,0,None
1,Alabama,10469,0,1,0,None
1,Alabama,10469,1,1,0,None
1,Alabama,10470,0,1,0,None
1,Alabama,10470,1,1,0,None
1,Alabama,10471,0,1,0,None
1,Alabama,10471,0,2,0,None
1,Alabama,10471,2,1,0,None
1,Alabama,10471,2,2,0,None
1,Alabama,10472,0,1,0,None
1,Alabama,10472,1,1,0,None
1,Alabama,10473,1,1,0,None
1,Alabama,10474,1,1,0,None
1,Alabama,10474,2,1,0,None
1,Alabama,10474,2,2,0,None
1,Alabama,10475,1,1,0,None
1,Alabama,10476,1,1,0,None
1,Alabama,10476,2,1,0,None
1,Alabama,10477,1,1,0,None
1,Alabama,10477,2,1,0,None
1,Alabama,10478,1,1,0,None
1,Alabama,10478,1,2,0,None
1,Alabama,10478,2,1,0,None
1,Alabama,10479,1,1,0,None
1,Alabama,10479,1,2,0,None
1,Alabama,10479,2,1,0,None
1,Alabama,10479,3,1,0,None
1,Alabama,10480,1,1,0,None
1,Alabama,10480,1,2,0,None
1,Alabama,10480,1,3,0,None
1,Alabama,10481,1,1,0,None
1,Alabama,10481,2,1,0,None
1,Alabama,10482,1,1,0,None
1,Alabama,10482,1,2,0,None
1,Alabama,10482,2,1,0,None
1,Alabama,10482,2,2,0,None
1,Alabama,10482,2,3,0,None
1,Alabama,10482,3,1,0,None
1,Alabama,10482,3,2,0,None
1,Alabama,10483,1,1,0,None
1,Alabama,10484,0,1,0,None
1,Alabama,10484,1,1,0,None
1,Alabama,10485,1,1,0,None
1,Alabama,10485,2,1,0,None
1,Alabama,10486,1,1,0,None
1,Alabama,10486,2,1,0,None
1,Alabama,10486,2,2,0,None
1,Alabama,10487,1,1,0,None
1,Alabama,10488,1,1,0,None
1,Alabama,10488,2,1,0,None
1,Alabama,10489,1,1,0,None
1,Alabama,10490,0,1,0,None
1,Alabama,10490,1,1,0,None
1,Alabama,10491,1,1,0,None
1,Alabama,10492,1,1,0,None
1,Alabama,10493,1,1,0,None
1,Alabama,10494,1,1,0,None
1,Alabama,10494,2,1,0,None
1,Alabama,10495,1,1,0,None
1,Alabama,10496,1,1,0,None
1,Alabama,10496,2,1,0,None
1,Alabama,10496,2,2,0,None
1,Alabama,10497,1,1,0,None
1,Alabama,10497,2,1,0,None
1,Alabama,10498,1,1,0,None
1,Alabama,10498,2,1,0,None
1,Alabama,10499,1,1,0,None
1,Alabama,10499,2,1,0,None
1,Alabama,10500,1,1,0,None
1,Alabama,10500,2,1,0,None
1,Alabama,10500,3,1,0,None
1,Alabama,10501,1,1,0,None
1,Alabama,10501,1,2,0,None
1,Alabama,10501,2,1,0,None
1,Alabama,10502,1,1,0,None
1,Alabama,10502,2,1,0,None
1,Alabama,10503,1,1,0,None
1,Alabama,10503,2,1,0,None
1,Alabama,10504,0,1,0,None
1,Alabama,10504,1,1,0,None
1,Alabama,10504,1,2,0,None
1,Alabama,10504,1,3,0,None
1,Alabama,10504,1,4,0,None
1,Alabama,10504,1,5,0,None
1,Alabama,10504,1,6,0,None
1,Alabama,10504,1,7,0,None
1,Alabama,10505,1,1,0,None
1,Alabama,10505,2,1,0,None
1,Alabama,10506,1,1,0,None
1,Alabama,10506,2,1,0,None
1,Alabama,10506,3,1,0,None
1,Alabama,10506,3,2,0,None
1,Alabama,10506,3,3,0,None
1,Alabama,10507,1,1,0,None
1,Alabama,10507,2,1,0,None
1,Alabama,10507,2,2,0,None
1,Alabama,10508,0,1,0,None
1,Alabama,10508,1,1,0,None
1,Alabama,10509,1,1,0,None
1,Alabama,10509,2,1,0,None
1,Alabama,10510,1,1,0,None
1,Alabama,10510,2,1,0,None
1,Alabama,10511,1,1,0,None
1,Alabama,10511,1,2,0,None
1,Alabama,10512,1,1,0,None
1,Alabama,10513,0,1,0,None
1,Alabama,10513,1,1,0,None
1,Alabama,10514,1,1,0,None
1,Alabama,10514,2,1,0,None
1,Alabama,10515,1,1,0,None
1,Alabama,10515,1,2,0,None
1,Alabama,10515,1,3,0,None
1,Alabama,10516,1,1,0,None
1,Alabama,10516,2,1,0,None
1,Alabama,10517,1,1,0,None
1,Alabama,10517,1,2,0,None
1,Alabama,10517,2,1,0,None
1,Alabama,10518,1,1,0,None
1,Alabama,10519,1,1,0,None
1,Alabama,10519,2,1,0,None
1,Alabama,10519,2,2,0,None
1,Alabama,10519,3,1,0,None
1,Alabama,10520,1,1,0,None
1,Alabama,10520,2,1,0,None
1,Alabama,10520,2,2,0,None
1,Alabama,10520,2,3,0,None
1,Alabama,10520,2,4,0,None
1,Alabama,10520,2,5,0,None
1,Alabama,10520,2,6,0,None
1,Alabama,10520,2,7,0,None
1,Alabama,10521,1,1,0,None
1,Alabama,10521,1,2,0,None
1,Alabama,10521,2,1,0,None
1,Alabama,10521,2,2,0,None
1,Alabama,10522,1,1,0,None
1,Alabama,10523,1,1,0,None
1,Alabama,10523,1,2,0,None
1,Alabama,10524,1,1,0,None
1,Alabama,10524,1,2,0,None
1,Alabama,10524,2,1,0,None
1,Alabama,10525,1,1,0,None
1,Alabama,10525,1,2,0,None
1,Alabama,10525,1,3,0,None
1,Alabama,10526,1,1,0,None
1,Alabama,10527,1,1,0,None
1,Alabama,10527,2,1,0,None
1,Alabama,10528,1,1,0,None
1,Alabama,10528,2,1,0,None
1,Alabama,10528,2,2,0,None
1,Alabama,10529,1,1,0,None
1,Alabama,10530,1,1,0,None
1,Alabama,10531,1,1,0,None
1,Alabama,10532,1,1,0,None
1,Alabama,10532,1,2,0,None
1,Alabama,10532,1,3,0,None
1,Alabama,10532,1,4,0,None
1,Alabama,10532,1,5,0,None
1,Alabama,10532,1,6,0,None
1,Alabama,10532,1,7,0,None
1,Alabama,10533,1,1,0,None
1,Alabama,10533,1,2,0,None
1,Alabama,10533,1,3,0,None
1,Alabama,10533,2,1,0,None
1,Alabama,10533,2,2,0,None
1,Alabama,10534,1,1,0,None
1,Alabama,10534,2,1,0,None
1,Alabama,10534,2,2,0,None
1,Alabama,10535,1,1,0,None
1,Alabama,10536,1,1,0,None
1,Alabama,10536,2,1,0,None
1,Alabama,10536,3,1,0,None
1,Alabama,10537,1,1,0,None
1,Alabama,10537,2,1,0,None
1,Alabama,10538,1,1,0,None
1,Alabama,10538,1,2,0,None
1,Alabama,10539,1,1,0,None
1,Alabama,10539,1,2,0,None
1,Alabama,10539,2,1,0,None
1,Alabama,10540,1,1,0,None
1,Alabama,10540,1,2,0,None
1,Alabama,10540,2,1,0,None
1,Alabama,10540,2,2,0,None
1,Alabama,10541,1,1,0,None
1,Alabama,10542,1,1,0,None
1,Alabama,10542,1,2,0,None
1,Alabama,10543,1,1,0,None
1,Alabama,10544,1,1,0,None
1,Alabama,10544,2,1,0,None
1,Alabama,10544,2,2,0,None
1,Alabama,10545,1,1,0,None
1,Alabama,10545,1,2,0,None
1,Alabama,10545,2,1,0,None
1,Alabama,10546,1,1,0,None
1,Alabama,10546,1,2,0,None
1,Alabama,10547,1,1,0,None
1,Alabama,10547,2,1,0,None
1,Alabama,10547,2,2,0,None
1,Alabama,10547,2,3,0,None
1,Alabama,10548,0,1,0,None
1,Alabama,10548,1,1,0,None
1,Alabama,10548,1,2,0,None
1,Alabama,10549,1,1,0,None
1,Alabama,10550,1,1,0,None
1,Alabama,10550,1,2,0,None
1,Alabama,10550,2,1,0,None
1,Alabama,10550,2,2,0,None
1,Alabama,10550,2,3,0,None
1,Alabama,10550,2,4,0,None
1,Alabama,10550,3,1,0,None
1,Alabama,10550,4,1,0,None
1,Alabama,10551,1,1,0,None
1,Alabama,10551,2,1,0,None
1,Alabama,10551,3,1,0,None
1,Alabama,10551,3,2,0,None
1,Alabama,10552,1,1,0,None
1,Alabama,10552,2,1,0,None
1,Alabama,10553,1,1,0,None
1,Alabama,10553,1,2,0,None
1,Alabama,10553,2,1,0,None
1,Alabama,10553,2,2,0,None
1,Alabama,10554,0,1,0,None
1,Alabama,10554,1,1,0,None
1,Alabama,10554,2,1,0,None
1,Alabama,10555,1,1,0,None
1,Alabama,10556,1,1,0,None
1,Alabama,10557,1,1,0,None
1,Alabama,10558,0,1,0,None
1,Alabama,10558,1,1,0,None
1,Alabama,10559,1,1,0,None
1,Alabama,10559,2,1,0,None
1,Alabama,10559,2,2,0,None
1,Alabama,10560,1,1,0,None
1,Alabama,10561,1,1,0,None
1,Alabama,10562,1,1,0,None
1,Alabama,10562,2,1,0,None
1,Alabama,10563,1,1,0,None
1,Alabama,10563,2,1,0,None
1,Alabama,10563,2,2,0,None
1,Alabama,10564,1,1,0,None
1,Alabama,10564,2,1,0,None
1,Alabama,10564,3,1,0,None
1,Alabama,10565,1,1,0,None
1,Alabama,10565,1,2,0,None
1,Alabama,10565,2,1,0,None
1,Alabama,10565,2,2,0,None
1,Alabama,10565,3,1,0,None
1,Alabama,10566,1,1,0,None
1,Alabama,10566,2,1,0,None
1,Alabama,10566,3,1,0,None
1,Alabama,10566,3,2,0,None
1,Alabama,10566,3,3,0,None
1,Alabama,10567,1,1,0,None
1,Alabama,10567,1,2,0,None
1,Alabama,10567,2,1,0,None
1,Alabama,10568,1,1,0,None
1,Alabama,10568,1,2,0,None
1,Alabama,10568,2,1,0,None
1,Alabama,10569,1,1,0,None
1,Alabama,10570,1,1,0,None
1,Alabama,10571,1,1,0,None
1,Alabama,10571,1,2,0,None
1,Alabama,10571,1,3,0,None
1,Alabama,10571,2,1,0,None
1,Alabama,10571,3,1,0,None
1,Alabama,10571,4,1,0,None
1,Alabama,10571,5,1,0,None
1,Alabama,10572,1,1,0,None
1,Alabama,10572,2,1,0,None
1,Alabama,10572,3,1,0,None
1,Alabama,10572,4,1,0,None
1,Alabama,10572,5,1,0,None
1,Alabama,10572,6,1,0,None
1,Alabama,10573,1,1,0,None
1,Alabama,10573,2,1,0,None
1,Alabama,10574,0,1,0,None
1,Alabama,10574,1,1,0,None
1,Alabama,10575,1,1,0,None
1,Alabama,10575,2,1,0,None
1,Alabama,10575,2,2,0,None
1,Alabama,10575,3,1,0,None
1,Alabama,10576,1,1,0,None
1,Alabama,10577,1,1,0,None
1,Alabama,10578,0,1,0,None
1,Alabama,10578,1,1,0,None
1,Alabama,10579,1,1,0,None
1,Alabama,10580,0,1,999,Reported as Unknown
1,Alabama,10580,1,1,0,None
1,Alabama,10581,0,1,0,None
1,Alabama,10581,1,1,0,None
1,Alabama,10581,1,2,0,None
1,Alabama,10582,1,1,0,None
1,Alabama,10582,2,1,0,None
1,Alabama,10583,1,1,0,None
1,Alabama,10583,2,1,0,None
1,Alabama,10584,1,1,0,None
1,Alabama,10584,1,2,0,None
1,Alabama,10584,1,3,0,None
1,Alabama,10584,2,1,0,None
1,Alabama,10585,1,1,0,None
1,Alabama,10585,2,1,0,None
1,Alabama,10585,2,2,0,None
1,Alabama,10586,1,1,0,None
1,Alabama,10586,2,1,0,None
1,Alabama,10587,1,1,0,None
1,Alabama,10587,2,1,0,None
1,Alabama,10587,2,2,0,None
1,Alabama,10588,1,1,0,None
1,Alabama,10588,2,1,0,None
1,Alabama,10589,1,1,0,None
1,Alabama,10590,1,1,0,None
1,Alabama,10590,2,1,0,None
1,Alabama,10591,1,1,0,None
1,Alabama,10592,1,1,0,None
1,Alabama,10592,2,1,0,None
1,Alabama,10592,2,2,0,None
1,Alabama,10592,2,3,0,None
1,Alabama,10592,2,4,0,None
1,Alabama,10593,1,1,0,None
1,Alabama,10593,1,2,0,None
1,Alabama,10593,2,1,0,None
1,Alabama,10594,0,1,0,None
1,Alabama,10594,1,1,0,None
1,Alabama,10594,1,2,0,None
1,Alabama,10595,1,1,0,None
1,Alabama,10595,1,2,0,None
1,Alabama,10596,1,1,0,None
1,Alabama,10596,1,2,0,None
1,Alabama,10597,1,1,0,None
1,Alabama,10597,2,1,0,None
1,Alabama,10598,1,1,0,None
1,Alabama,10599,1,1,0,None
1,Alabama,10599,1,2,0,None
1,Alabama,10599,2,1,0,None
1,Alabama,10599,2,2,0,None
1,Alabama,10599,2,3,0,None
1,Alabama,10599,2,4,0,None
1,Alabama,10599,2,5,0,None
1,Alabama,10600,1,1,0,None
1,Alabama,10600,1,2,0,None
1,Alabama,10600,2,1,0,None
1,Alabama,10600,2,2,0,None
1,Alabama,10600,2,3,0,None
1,Alabama,10600,2,4,0,None
1,Alabama,10601,0,1,0,None
1,Alabama,10601,1,1,0,None
1,Alabama,10602,1,1,0,None
1,Alabama,10603,1,1,0,None
1,Alabama,10603,2,1,0,None
1,Alabama,10604,1,1,0,None
1,Alabama,10604,1,2,0,None
1,Alabama,10605,1,1,0,None
1,Alabama,10606,1,1,0,None
1,Alabama,10606,1,2,0,None
1,Alabama,10607,1,1,0,None
1,Alabama,10607,1,2,0,None
1,Alabama,10608,1,1,0,None
1,Alabama,10608,1,2,0,None
1,Alabama,10609,1,1,0,None
1,Alabama,10609,1,2,0,None
1,Alabama,10609,1,3,0,None
1,Alabama,10609,1,4,0,None
1,Alabama,10610,1,1,0,None
1,Alabama,10610,2,1,0,None
1,Alabama,10611,1,1,0,None
1,Alabama,10612,1,1,0,None
1,Alabama,10612,2,1,0,None
1,Alabama,10613,1,1,0,None
1,Alabama,10613,1,2,0,None
1,Alabama,10613,2,1,0,None
1,Alabama,10613,2,2,0,None
1,Alabama,10614,1,1,0,None
1,Alabama,10615,1,1,0,None
1,Alabama,10615,1,2,0,None
1,Alabama,10615,1,3,0,None
1,Alabama,10616,0,1,0,None
1,Alabama,10616,1,1,0,None
1,Alabama,10617,1,1,0,None
1,Alabama,10618,1,1,0,None
1,Alabama,10619,1,1,0,None
1,Alabama,10619,2,1,0,None
1,Alabama,10620,1,1,0,None
1,Alabama,10620,2,1,0,None
1,Alabama,10621,1,1,0,None
1,Alabama,10622,1,1,0,None
1,Alabama,10622,1,2,0,None
1,Alabama,10623,1,1,0,None
1,Alabama,10623,2,1,0,None
1,Alabama,10625,1,1,0,None
1,Alabama,10625,1,2,0,None
1,Alabama,10626,1,1,0,None
1,Alabama,10627,1,1,0,None
1,Alabama,10627,1,2,0,None
1,Alabama,10628,1,1,0,None
1,Alabama,10629,1,1,0,None
1,Alabama,10629,1,2,0,None
1,Alabama,10629,2,1,0,None
1,Alabama,10630,1,1,0,None
1,Alabama,10630,2,1,0,None
1,Alabama,10630,2,2,0,None
1,Alabama,10630,2,3,0,None
1,Alabama,10631,1,1,0,None
1,Alabama,10632,1,1,0,None
1,Alabama,10632,2,1,0,None
1,Alabama,10633,0,1,999,Reported as Unknown
1,Alabama,10633,1,1,0,None
1,Alabama,10634,1,1,0,None
1,Alabama,10635,0,1,0,None
1,Alabama,10635,1,1,0,None
1,Alabama,10636,1,1,0,None
1,Alabama,10637,1,1,0,None
1,Alabama,10638,1,1,0,None
1,Alabama,10638,2,1,0,None
1,Alabama,10638,2,2,0,None
1,Alabama,10638,2,3,0,None
1,Alabama,10639,1,1,0,None
1,Alabama,10639,1,2,0,None
1,Alabama,10640,1,1,0,None
1,Alabama,10640,1,2,0,None
1,Alabama,10640,2,1,0,None
