ST_CASE,VEH_NO,PER_NO,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
131451,5,1,0,0,0,0,0,0,0,0,0,0
131452,1,1,0,12,0,0,0,14,0,0,0,28
131452,2,1,0,0,0,0,0,0,0,0,0,0
131453,1,1,23,15,0,12,14,0,9,9,18,18
131454,0,1,0,14,0,0,0,0,0,21,0,0
131454,1,1,0,0,0,4,0,0,0,0,0,0
131455,0,1,0,0,0,22,0,0,22,0,0,0
131455,1,1,0,3,15,0,12,0,0,0,0,0
131457,1,1,0,0,0,0,0,0,0,0,12,0
131457,2,1,0,0,0,0,24,0,0,0,0,0
131458,1,1,0,0,0,0,0,0,4,0,37,0
131459,1,1,0,0,0,0,0,0,0,0,0,0
131459,2,1,0,0,0,0,0,0,0,21,0,0
131459,3,1,0,0,0,0,0,0,0,0,0,0
131460,1,1,17,17,17,17,17,17,17,17,17,17
131461,1,1,0,0,0,0,0,0,0,0,0,0
131461,2,1,0,0,0,0,0,0,0,0,0,0
131461,3,1,0,0,0,0,0,0,0,0,0,0
131462,1,1,0,0,0,0,0,21,0,16,0,0
131462,2,1,0,0,0,0,0,0,0,0,0,0
131463,1,1,17,17,17,17,17,17,17,17,17,17
131463,2,1,0,0,0,0,0,0,0,0,0,0
131464,1,1,25,25,25,25,25,25,25,25,25,25
131465,1,1,0,0,0,0,0,0,0,0,0,0
131466,0,1,0,0,0,0,26,0,0,0,0,0
131466,2,1,0,0,0,5,0,0,0,0,0,0
131466,3,1,0,0,0,47,0,0,0,4,0,0
131467,1,1,0,0,0,0,0,0,0,0,0,0
131468,0,1,39,23,25,43,52,36,47,33,43,0
131468,1,1,0,0,0,0,0,0,0,0,0,0
131469,0,1,0,0,0,0,0,0,0,0,0,0
131469,1,1,0,11,0,0,0,0,0,0,19,0
131470,1,1,30,30,30,30,30,30,30,30,30,30
131471,1,1,0,0,0,0,0,0,0,0,0,0
131471,2,1,0,0,0,4,11,11,0,0,0,0
131472,0,1,0,0,0,0,0,0,19,0,0,0
131472,1,1,0,0,0,0,0,0,0,0,13,0
131473,1,1,14,23,32,15,18,24,24,28,13,6
131474,0,1,0,0,0,0,0,0,0,17,0,0
131474,1,1,21,0,0,11,0,34,0,0,26,11
131475,1,1,0,0,0,0,0,0,0,0,0,0
131475,2,1,0,0,0,0,0,0,0,0,0,0
131475,3,1,0,0,0,0,0,0,0,0,0,0
131475,4,1,0,0,0,0,0,0,0,0,0,0
131476,1,1,0,0,0,0,0,0,0,0,0,0
131476,2,1,0,0,0,0,0,0,0,0,0,0
131477,0,1,0,0,0,0,7,0,0,24,0,0
131477,1,1,0,0,0,0,0,0,0,0,0,12
131478,1,1,0,0,0,0,0,0,0,0,0,0
131478,2,1,0,0,0,0,0,0,0,0,0,0
131478,3,1,0,0,0,0,0,0,0,0,0,0
131479,0,1,0,6,14,0,0,0,0,0,15,7
131479,0,2,0,0,0,0,0,0,0,0,0,0
131479,1,1,0,0,0,0,0,26,0,0,0,0
131480,1,1,26,0,0,0,0,5,0,0,0,0
131481,0,1,0,0,0,0,0,0,17,20,0,0
131481,1,1,0,0,0,0,0,15,28,0,0,0
131482,1,1,12,18,0,14,19,8,5,28,16,25
131482,2,1,0,0,0,0,0,0,0,8,0,0
131483,0,1,0,0,0,0,0,18,0,0,0,0
131483,1,1,0,0,0,0,0,0,0,22,0,0
131484,1,1,6,6,6,6,6,6,6,6,6,6
131485,0,1,0,0,0,0,0,0,0,0,0,0
131485,1,1,0,0,0,0,0,19,0,0,0,0
131485,2,1,20,0,0,0,0,0,0,0,0,0
131486,1,1,0,0,0,0,0,0,0,0,0,0
131486,2,1,0,0,0,0,0,0,0,0,0,5
131487,0,1,0,0,0,0,0,0,0,0,0,0
131487,1,1,0,0,0,0,0,6,0,0,0,0
131488,1,1,0,0,0,6,0,0,0,0,0,0
131488,2,1,0,0,0,0,0,0,0,0,0,0
131489,1,1,18,18,18,18,18,18,18,18,18,18
131490,1,1,11,11,11,11,11,11,11,11,11,11
131491,1,1,24,24,24,24,24,24,24,24,24,24
131491,2,1,0,6,0,0,0,0,0,0,0,0
131492,1,1,0,0,0,0,20,0,0,0,0,0
131493,0,1,0,0,0,0,0,0,0,0,0,0
131493,1,1,0,0,0,0,0,0,0,0,0,7
131494,1,1,0,0,16,0,0,0,0,0,0,0
131495,1,1,0,0,0,0,0,0,0,0,0,0
131495,2,1,0,0,24,0,0,0,0,0,30,0
131497,1,1,0,0,0,0,34,0,0,32,0,15
131498,1,1,8,0,0,0,0,0,20,0,0,0
131499,0,1,0,0,0,0,0,0,0,0,0,0
131499,1,1,4,0,0,0,0,5,7,14,0,0
131499,2,1,0,0,0,0,0,0,0,0,0,0
131500,1,1,0,0,0,0,0,0,0,0,0,0
131500,2,1,0,0,0,0,0,0,0,0,0,0
131501,1,1,0,0,0,0,0,19,0,15,0,8
131502,1,1,16,22,18,8,26,14,36,16,30,14
131503,0,1,0,0,0,0,0,0,0,0,0,0
131503,1,1,0,0,0,0,0,0,0,0,0,0
131504,1,1,0,0,0,0,0,0,24,0,0,0
131504,2,1,0,0,0,0,0,0,0,0,0,0
131505,1,1,13,13,13,13,13,13,13,13,13,13
131506,1,1,0,0,0,0,0,0,0,0,0,0
131506,2,1,0,0,0,0,20,0,0,0,0,0
131507,1,1,0,0,0,0,16,8,0,0,0,0
131507,2,1,0,0,0,0,0,0,0,0,0,0
131508,1,1,0,0,0,0,0,0,0,0,0,0
131509,0,1,25,10,0,0,0,0,0,0,0,0
131509,1,1,0,0,0,0,0,0,0,0,0,0
131510,0,1,0,0,0,0,0,0,0,21,3,0
131510,1,1,0,0,0,0,12,18,12,0,0,12
131511,0,1,0,0,0,0,0,0,0,0,0,0
131511,1,1,0,0,0,0,0,0,0,0,0,0
131512,1,1,0,0,0,0,0,0,0,0,0,0
131512,2,1,0,0,0,0,0,0,0,0,0,0
131513,1,1,30,30,30,30,30,30,30,30,30,30
131514,0,1,0,0,0,0,0,0,14,0,0,0
131514,1,1,0,0,0,0,0,0,0,0,0,0
131515,1,2,0,0,0,25,0,0,0,25,0,0
131516,0,1,0,0,0,0,24,0,0,0,29,0
131516,1,1,0,0,0,0,0,0,0,0,0,0
131517,0,1,6,6,6,6,6,6,6,6,6,6
131517,1,1,0,0,0,0,0,0,0,0,0,0
131518,1,1,0,0,0,0,0,16,6,13,6,11
131519,1,1,7,33,21,22,0,11,16,21,17,20
131520,1,1,0,0,0,0,0,0,0,0,0,0
131520,2,1,0,0,0,0,0,0,0,0,0,0
131521,0,1,0,0,0,0,0,0,0,0,0,12
131521,1,1,0,0,0,0,0,0,0,0,0,0
131522,1,1,0,0,0,0,0,0,0,0,20,0
131522,2,1,0,0,0,0,0,0,0,0,0,0
131523,0,1,0,0,0,0,22,0,0,0,0,0
131523,1,1,0,12,0,0,0,0,0,0,0,0
131524,1,1,0,0,0,0,0,0,0,0,0,15
131524,2,1,0,0,0,0,0,0,0,0,0,6
131525,1,1,28,0,0,0,0,0,0,0,18,0
131526,0,1,0,0,0,0,0,0,0,0,0,0
131526,1,1,0,0,0,0,0,0,0,0,0,0
131527,1,1,12,7,15,8,19,17,6,0,0,21
131527,2,1,0,0,0,0,0,0,0,0,0,0
131528,1,1,0,0,0,0,0,0,0,0,0,0
131529,1,1,0,0,0,0,0,0,0,0,0,0
131529,2,1,0,0,0,0,0,0,0,0,0,0
131530,1,1,0,36,10,16,0,0,0,0,0,0
131531,1,1,0,22,0,0,0,0,0,0,0,0
131532,0,1,29,32,16,8,13,0,13,23,23,0
131532,1,1,0,0,0,0,0,0,0,0,0,0
131532,2,1,0,0,0,0,0,0,0,0,0,0
131533,1,1,14,11,24,9,14,13,14,0,19,27
131534,0,1,0,0,0,0,0,0,0,5,0,0
131534,1,1,0,0,0,0,0,0,0,0,0,0
131535,0,1,35,0,0,0,0,0,0,0,0,0
131535,1,1,0,39,0,0,0,0,0,0,0,0
131536,0,1,0,0,0,23,0,12,0,0,12,0
131536,1,1,0,12,0,0,0,0,0,0,0,0
131537,0,1,0,0,0,0,0,0,0,0,0,21
131537,1,1,11,20,0,31,0,24,0,17,15,23
131538,0,1,0,0,0,0,0,0,0,0,0,0
131538,1,1,0,0,0,4,0,0,0,0,0,0
131539,1,1,0,6,11,0,0,0,0,0,0,0
131540,0,1,0,0,0,0,0,11,0,0,0,0
131540,1,1,0,0,0,14,0,0,0,26,0,0
131541,0,1,0,25,37,0,0,0,0,17,16,0
131541,1,1,0,0,0,0,0,0,0,0,0,0
131542,1,1,0,0,0,0,0,0,0,0,0,0
131542,2,1,0,0,10,0,0,0,0,0,14,0
131542,4,1,0,0,0,0,0,0,0,0,0,0
131542,5,1,0,0,0,0,0,0,0,0,0,0
131543,0,1,0,0,0,0,0,0,0,0,0,0
131543,1,1,0,0,0,0,0,0,0,0,0,0
131543,2,1,0,0,0,0,0,0,0,6,0,0
131543,3,1,0,0,0,0,0,0,0,0,0,0
131543,4,1,0,0,0,0,0,0,0,0,0,0
131544,0,1,0,0,0,0,0,0,0,0,0,0
131544,1,1,0,0,0,0,0,0,0,0,0,0
131544,2,1,0,0,0,21,0,0,0,0,0,0
131545,0,1,0,0,0,0,18,0,0,5,0,0
131545,1,1,0,0,0,0,0,0,0,0,0,0
131546,0,1,0,0,4,8,0,0,23,29,5,18
131546,1,1,0,0,0,0,0,0,0,0,0,0
131547,1,1,0,23,14,0,14,0,8,0,21,0
131548,1,1,0,0,0,0,0,0,0,0,0,0
131548,2,1,0,0,0,0,0,0,0,0,0,0
131549,1,1,16,16,16,16,16,16,16,16,16,16
131550,0,1,0,0,0,0,0,0,0,0,0,0
131550,1,1,0,0,6,18,0,15,23,10,13,20
131551,1,1,0,0,0,0,0,0,0,0,0,0
131551,2,1,0,0,0,0,0,0,0,0,0,0
131552,1,1,0,0,0,0,0,0,0,0,0,0
131552,2,1,0,0,0,0,0,0,0,0,0,0
131553,1,1,20,0,0,17,0,5,0,0,0,0
131553,2,1,0,0,0,0,0,0,0,0,0,0
131555,1,1,0,0,0,0,0,0,0,0,0,0
131556,1,1,0,0,0,0,0,0,0,0,0,0
131556,2,1,14,0,0,0,0,0,0,23,0,20
131557,0,1,0,20,0,0,0,0,17,0,0,0
131557,1,1,22,0,0,0,0,0,0,0,0,0
131558,1,1,0,0,0,0,0,0,0,0,0,0
131559,1,1,0,0,0,0,0,0,0,0,0,0
131559,2,1,0,0,4,0,0,0,0,0,0,0
131560,1,1,27,27,27,27,27,27,27,27,27,27
131560,2,1,0,23,0,0,0,0,0,0,0,0
131561,0,1,10,10,10,10,10,10,10,10,10,10
131561,1,1,0,0,0,0,0,19,0,0,0,0
131562,1,1,32,32,32,32,32,32,32,32,32,32
131562,2,1,0,0,0,0,0,0,0,0,0,0
131563,1,1,0,0,0,0,0,0,0,20,0,0
131564,1,1,0,0,0,0,0,0,0,0,0,0
131565,1,1,0,0,0,0,0,0,0,0,0,0
131565,2,1,0,0,0,0,0,0,0,0,0,0
131566,1,1,0,0,0,0,0,0,0,0,0,0
131566,2,1,0,0,0,16,0,0,0,0,0,0
131567,1,1,30,30,30,30,30,30,30,30,30,30
131568,0,1,10,0,0,0,0,0,0,4,0,0
131568,1,1,0,0,0,0,0,0,11,0,0,0
131569,0,1,28,5,0,20,26,0,0,8,0,20
131569,2,1,0,0,0,0,0,0,0,0,0,0
131570,1,1,13,0,0,33,21,9,0,0,2,8
131571,1,1,0,0,0,0,0,0,0,0,0,12
131571,2,1,0,0,3,0,0,0,0,0,0,0
131572,1,1,0,0,0,0,0,0,0,0,0,0
131572,2,1,0,0,0,0,0,0,0,0,0,0
131573,1,1,0,0,0,0,0,0,0,0,0,0
131573,2,1,0,0,0,0,0,0,0,0,0,0
131574,1,1,6,6,6,6,6,6,6,6,6,6
131576,1,1,0,0,0,0,0,0,0,0,0,6
131576,2,1,0,0,0,0,0,0,12,0,0,0
131577,0,1,22,22,22,22,22,22,22,22,22,22
131577,1,1,0,0,0,0,0,0,0,0,0,0
131579,1,1,0,0,0,0,0,0,6,0,0,0
131580,0,1,0,0,0,0,21,36,18,0,30,0
131580,1,1,0,0,0,0,0,0,0,0,0,0
131581,1,1,0,0,0,0,0,0,0,0,0,0
131582,1,1,0,0,0,20,0,0,0,0,0,0
131582,2,1,0,0,0,0,0,0,0,0,0,0
131583,0,1,19,0,0,0,0,0,0,0,0,8
131583,1,1,0,0,0,22,12,0,0,14,0,2
131583,2,1,0,0,0,0,0,0,8,0,0,0
131584,1,1,0,0,0,0,0,0,9,0,0,0
131585,1,1,0,29,31,0,0,0,0,0,0,0
131586,1,1,0,0,0,0,0,0,0,0,0,0
131587,1,1,0,0,0,32,0,0,0,0,0,0
131588,1,1,0,0,0,0,0,0,0,0,0,0
131588,2,1,0,0,0,0,0,0,0,0,0,0
150001,1,1,0,0,0,0,0,0,0,0,0,0
150001,2,1,0,0,0,0,0,0,0,0,0,0
150002,0,1,0,0,0,0,0,0,0,0,0,0
150002,1,1,0,0,0,0,0,0,0,0,0,0
150003,0,1,2,2,2,2,2,2,2,2,2,2
150003,1,1,0,0,0,0,0,0,0,0,0,0
150004,0,1,29,27,0,0,11,0,17,0,0,11
150004,0,2,0,0,0,0,0,0,0,0,0,0
150004,1,1,12,12,12,12,12,12,12,12,12,12
150005,1,1,2,2,2,2,2,2,2,2,2,2
150005,2,1,2,2,2,2,2,2,2,2,2,2
150006,1,1,27,0,0,0,0,0,0,0,0,0
150006,2,1,0,0,0,0,0,0,0,0,0,0
150007,0,1,0,0,0,0,0,0,0,0,0,0
150007,1,1,0,0,0,19,21,0,0,23,0,0
150008,0,1,0,0,0,0,0,0,0,0,0,0
150008,1,1,9,12,0,26,12,0,0,0,0,0
150009,1,1,14,0,0,0,0,0,0,0,0,0
150009,2,1,0,0,0,0,0,0,0,0,0,0
150010,0,1,29,29,29,29,29,29,29,29,29,29
150010,1,1,9,11,8,17,13,6,0,0,10,9
150011,1,1,15,15,15,15,15,15,15,15,15,15
150011,2,1,0,0,0,0,0,0,0,0,0,0
150012,1,1,11,11,11,11,11,11,11,11,11,11
150012,2,1,0,0,0,0,0,0,0,26,0,0
150013,1,1,0,0,0,0,0,0,0,0,0,0
150013,2,1,0,0,0,24,0,17,0,14,0,0
150014,1,1,0,0,0,0,0,0,0,0,0,0
150014,2,1,0,0,0,9,0,0,0,0,0,0
150014,3,1,0,0,0,0,0,0,7,0,0,0
150015,0,1,2,2,2,2,2,2,2,2,2,2
150015,1,1,0,7,0,0,16,23,4,2,6,0
150016,0,1,0,0,0,0,0,0,0,0,0,0
150016,1,1,0,0,0,0,0,0,0,0,0,0
150017,1,1,7,7,7,7,7,7,7,7,7,7
150018,1,1,1,1,1,1,1,1,1,1,1,1
150019,1,1,0,0,0,0,0,0,0,0,0,0
150019,2,1,0,0,11,0,0,0,0,0,0,0
150019,3,1,9,0,0,0,0,0,0,0,0,0
150019,4,1,0,0,0,0,0,0,0,0,0,0
150020,1,1,26,26,26,26,26,26,26,26,26,26
150021,1,1,18,18,18,18,18,18,18,18,18,18
150022,0,1,0,0,0,0,0,0,0,0,0,0
150022,1,1,0,0,0,0,0,0,0,0,0,0
150022,2,1,0,0,0,0,0,0,0,0,0,0
150023,1,1,23,23,23,23,23,23,23,23,23,23
150023,2,1,0,0,0,0,11,0,0,19,0,0
150024,1,1,0,0,0,0,0,0,0,0,0,0
150024,2,1,0,0,0,12,0,0,0,0,9,0
150025,1,1,0,0,0,0,0,0,0,0,0,0
150026,0,1,0,0,0,0,0,0,0,0,0,0
150026,1,1,0,30,0,20,0,15,13,15,0,0
150027,1,1,0,0,0,0,0,0,0,0,0,0
150027,2,1,0,0,0,0,0,0,0,0,0,0
150028,1,1,14,14,14,14,14,14,14,14,14,14
150028,2,1,0,0,0,0,0,0,0,0,0,0
150029,1,1,0,0,0,0,0,0,0,0,0,0
150029,2,1,0,0,0,0,0,0,0,0,0,0
150030,1,1,4,4,4,4,4,4,4,4,4,4
150032,1,1,0,0,0,0,0,0,0,0,0,0
150033,1,1,0,0,0,0,0,0,0,0,0,0
150033,2,1,15,0,0,8,0,0,0,0,0,0
150034,0,1,0,0,0,0,0,0,0,0,0,0
150034,1,1,0,0,0,0,0,0,0,0,0,0
150035,0,1,0,0,0,0,0,0,0,0,0,0
150035,1,1,0,0,13,0,0,0,0,0,28,0
150036,1,1,0,0,0,0,0,0,0,0,0,0
150037,1,1,0,0,0,0,0,0,0,0,0,0
150038,1,1,0,0,0,0,0,0,0,0,0,0
150039,0,1,21,21,21,21,21,21,21,21,21,21
150039,1,1,0,0,0,0,0,0,0,0,0,0
150040,1,1,0,0,0,0,0,0,0,0,0,0
150041,0,1,0,0,0,0,0,0,0,0,0,0
150041,1,1,0,0,0,0,0,0,0,0,0,0
150042,1,1,0,0,0,0,0,0,0,0,0,0
150042,2,1,0,0,0,0,0,0,0,0,0,0
150043,1,1,16,16,16,16,16,16,16,16,16,16
150044,1,1,0,22,0,12,0,14,19,15,5,5
150044,2,1,0,0,0,0,0,0,0,0,0,0
150045,1,1,22,22,22,22,22,22,22,22,22,22
150046,1,1,18,18,18,18,18,18,18,18,18,18
150047,1,1,1,1,1,1,1,1,1,1,1,1
150048,0,1,0,0,0,0,0,0,0,5,0,0
150048,1,1,0,0,0,0,0,0,0,0,0,0
150050,1,1,0,4,19,0,0,0,0,0,0,0
150050,2,1,0,5,0,0,0,0,0,0,11,0
150051,1,1,0,0,0,0,0,0,0,0,0,0
150052,1,1,19,19,19,19,19,19,19,19,19,19
150053,0,1,0,0,0,0,0,0,0,0,0,0
150053,1,1,0,0,0,0,0,0,0,0,0,15
150053,3,1,0,0,0,0,0,0,0,0,0,0
150054,1,1,0,0,0,0,0,0,0,0,0,0
150054,2,1,0,0,0,0,0,0,0,0,0,0
150055,0,1,0,0,0,0,0,0,0,0,0,0
150055,1,1,0,0,0,0,0,0,0,0,0,0
150056,0,1,0,0,0,0,0,0,0,0,0,0
150056,1,1,21,30,0,15,12,22,0,12,11,19
150057,1,1,18,18,18,18,18,18,18,18,18,18
150058,1,1,0,0,0,0,0,0,0,0,0,0
150059,1,1,0,0,0,0,0,0,0,0,0,0
150059,2,1,28,0,9,0,0,0,0,0,0,0
150060,1,1,0,0,0,0,0,0,0,0,0,0
150061,1,1,28,28,28,28,28,28,28,28,28,28
150062,0,1,0,0,0,17,0,0,0,0,0,0
150062,1,1,0,0,0,0,0,0,0,0,0,0
150063,1,1,0,0,0,0,0,0,0,0,0,0
150064,0,1,0,0,0,0,0,0,0,0,0,0
150064,1,1,0,0,0,15,13,0,0,0,0,0
150065,0,1,0,0,0,0,0,0,0,0,0,0
150065,1,1,0,0,0,0,0,0,0,0,0,0
150066,0,1,0,0,0,0,0,0,0,0,0,0
150066,1,1,0,0,0,0,0,0,0,0,0,0
150067,1,1,9,9,9,9,9,9,9,9,9,9
150068,0,1,0,0,0,0,0,0,0,0,0,0
150068,1,1,20,20,20,20,20,20,20,20,20,20
150069,1,1,0,0,0,0,0,0,0,0,0,0
150069,2,1,0,0,0,0,0,0,0,0,0,0
150070,0,1,0,0,0,0,0,0,0,0,0,0
150070,1,1,0,0,0,0,0,0,10,0,0,0
150071,1,1,0,0,0,0,0,0,0,0,0,0
150071,2,1,0,0,0,0,0,0,0,0,0,0
150072,1,1,0,0,0,0,0,0,0,0,0,0
150073,1,1,0,0,0,0,0,0,0,0,0,0
150073,2,1,0,0,0,0,0,0,0,0,0,0
150074,1,1,0,0,0,0,0,0,0,0,0,0
150074,2,1,0,0,0,0,0,0,0,0,0,0
150075,1,1,0,0,0,0,0,0,0,0,0,0
150075,2,1,0,0,0,0,0,8,0,0,0,0
150076,0,1,6,6,6,6,6,6,6,6,6,6
150076,1,1,8,8,8,8,8,8,8,8,8,8
150077,1,1,24,0,0,0,17,28,19,0,0,0
150077,2,1,19,0,0,0,22,0,0,0,0,12
150078,1,1,16,16,16,16,16,16,16,16,16,16
150078,2,1,0,0,0,0,0,0,0,0,0,0
150079,1,1,0,0,0,0,0,0,0,0,0,0
150080,1,1,0,0,0,0,0,0,0,0,0,0
150081,0,1,30,30,30,30,30,30,30,30,30,30
150081,1,1,2,2,2,2,2,2,2,2,2,2
150082,1,1,0,0,0,0,0,0,0,0,0,0
150083,1,1,13,13,13,13,13,13,13,13,13,13
150083,2,1,0,0,0,0,0,0,0,0,0,0
160001,1,1,0,0,0,0,0,0,0,0,0,0
160001,2,1,0,0,0,22,0,0,0,0,0,0
160002,1,1,0,0,0,0,0,0,0,0,0,0
160002,2,1,0,0,0,0,0,0,0,0,0,0
160003,1,1,0,0,0,0,0,0,0,0,0,0
160003,2,1,0,0,0,0,0,0,0,0,0,0
160003,3,1,0,0,0,0,0,0,27,0,0,0
160004,1,1,0,0,0,0,0,0,0,0,0,3
160004,2,1,0,0,0,0,0,0,0,0,0,0
160005,1,1,0,0,0,0,0,0,0,0,0,0
160005,2,1,0,0,23,0,0,0,0,0,0,0
160006,1,1,0,0,0,0,0,0,0,0,0,0
160006,2,1,0,0,0,0,0,0,0,0,0,0
160007,1,1,5,5,5,5,5,5,5,5,5,5
160008,1,1,0,0,0,0,0,0,0,0,0,0
160009,1,1,0,0,0,0,0,0,0,0,0,0
160009,2,1,0,0,0,0,0,0,0,0,0,0
160009,3,1,0,0,0,0,0,0,0,0,0,0
160010,1,1,0,0,0,0,0,0,0,0,0,0
160010,2,1,0,0,0,0,0,0,0,0,0,0
160011,0,1,0,0,0,0,0,0,0,0,0,0
160011,1,1,0,0,0,0,0,0,0,0,0,0
160012,1,1,13,13,13,13,13,13,13,13,13,13
160013,0,1,0,0,0,0,0,0,0,0,0,0
160013,2,1,3,3,3,3,3,3,3,3,3,3
160013,3,1,0,0,0,0,0,0,0,0,0,0
160014,1,1,0,0,0,0,0,0,0,0,0,0
160014,2,1,0,0,0,0,0,0,0,0,0,0
160015,1,1,16,16,16,16,16,16,16,16,16,16
160015,2,1,0,0,0,0,0,0,0,0,0,0
160016,1,1,0,0,0,0,0,0,0,0,0,0
160016,2,1,0,0,0,0,0,0,0,0,0,0
160017,0,1,33,33,33,33,33,33,33,33,33,33
160017,1,1,0,0,0,0,0,0,0,0,0,0
160018,1,1,0,0,0,0,0,0,0,0,0,0
160018,2,1,0,0,0,0,0,0,0,0,0,0
160019,1,1,10,10,10,10,10,10,10,10,10,10
160020,1,1,0,0,0,0,0,0,0,0,0,0
160021,1,1,19,19,19,19,19,19,19,19,19,19
160022,1,1,0,0,0,0,0,0,0,0,0,0
160022,2,1,0,0,0,0,0,0,0,0,0,0
160023,1,1,0,0,0,0,0,0,0,0,0,0
160023,2,1,0,0,0,0,0,0,0,0,0,0
160023,3,1,0,0,0,0,0,0,0,0,0,0
160023,4,1,0,0,0,0,0,0,0,0,0,0
160024,1,1,0,0,0,0,0,0,0,0,0,0
160025,1,1,0,0,0,0,0,0,0,0,0,0
160025,2,1,0,0,0,0,16,0,0,0,0,0
160026,1,1,10,10,10,10,10,10,10,10,10,10
160027,1,1,0,0,0,0,0,0,0,0,0,0
160027,2,1,0,0,0,0,0,0,0,0,0,0
160028,1,1,11,11,11,11,11,11,11,11,11,11
160028,2,1,0,0,0,0,0,0,0,0,0,0
160028,3,1,0,0,0,0,0,0,0,0,0,0
160029,1,1,15,15,15,15,15,15,15,15,15,15
160030,1,1,0,0,0,0,0,0,0,0,0,0
160030,2,1,0,0,0,0,0,0,0,0,0,0
160031,0,1,0,0,0,0,0,0,0,0,0,0
160031,1,1,0,0,0,0,0,0,0,0,0,0
160032,1,1,29,29,29,29,29,29,29,29,29,29
160033,1,1,2,2,2,2,2,2,2,2,2,2
160033,2,1,2,2,2,2,2,2,2,2,2,2
160034,1,1,0,0,0,0,0,0,0,0,0,0
160034,2,1,0,0,0,17,0,0,0,0,0,0
160035,1,1,0,0,0,0,0,0,0,0,0,0
160035,2,1,0,0,0,0,0,0,0,0,0,0
160036,1,1,0,0,0,0,0,0,0,0,0,0
160037,1,1,2,2,2,2,2,2,2,2,2,2
160038,1,1,0,0,0,0,0,0,0,0,0,0
160039,1,1,0,0,0,0,0,0,0,0,0,0
160039,2,1,0,0,0,0,0,0,0,0,0,0
160040,1,1,16,16,16,16,16,16,16,16,16,16
160041,1,1,0,0,0,0,0,0,0,0,0,0
160042,1,1,0,0,0,0,0,0,0,0,0,0
160043,1,1,22,22,22,22,22,22,22,22,22,22
160043,2,1,0,0,0,11,0,0,0,0,0,18
160044,1,1,2,2,2,2,2,2,2,2,2,2
160044,2,1,0,0,0,0,0,0,0,0,0,0
160045,1,1,12,12,12,12,12,12,12,12,12,12
160046,1,1,0,0,0,0,0,0,0,0,0,0
160046,2,1,0,0,0,0,0,0,0,0,0,0
160047,1,1,16,16,16,16,16,16,16,16,16,16
160047,2,1,37,27,0,0,0,0,0,20,0,0
160048,1,1,0,0,19,0,0,0,0,0,0,0
160048,2,1,0,0,0,0,0,0,0,0,0,0
160049,1,1,0,0,0,0,0,0,0,0,0,0
160049,2,1,0,0,0,0,0,0,0,0,0,0
160050,1,1,0,0,0,14,0,0,0,0,0,15
160050,2,1,0,0,0,0,0,0,0,0,0,0
160051,1,1,0,0,0,0,0,0,0,0,0,0
160052,1,1,15,15,15,15,15,15,15,15,15,15
160053,1,1,0,0,0,0,0,0,0,0,0,0
160054,1,1,0,0,0,0,0,0,0,0,0,0
160055,0,1,0,0,0,0,0,0,28,13,0,10
160055,1,1,0,0,0,0,0,0,0,0,0,0
160056,1,1,31,31,31,31,31,31,31,31,31,31
160056,2,1,0,0,0,0,0,0,0,0,0,0
160057,1,1,14,14,14,14,14,14,14,14,14,14
160058,1,1,0,0,0,0,0,0,0,0,0,0
160059,1,1,15,15,15,15,15,15,15,15,15,15
160060,1,1,20,20,20,20,20,20,20,20,20,20
160061,1,1,4,4,4,4,4,4,4,4,4,4
160062,1,1,18,18,18,18,18,18,18,18,18,18
160062,2,1,0,0,0,0,0,0,0,0,0,0
160063,1,1,18,18,18,18,18,18,18,18,18,18
160064,1,1,0,0,0,0,19,0,12,0,0,0
160065,1,1,0,0,0,0,0,0,0,0,0,0
160065,2,1,0,0,0,0,0,0,0,0,0,0
160066,1,1,0,0,0,0,0,0,0,0,0,0
160066,2,1,0,0,0,0,0,0,0,0,0,0
160067,1,1,0,0,0,0,0,0,0,0,0,0
160067,2,1,0,0,0,0,0,0,0,0,0,0
160067,3,1,0,0,0,0,0,0,0,0,0,0
160067,4,1,0,0,0,0,0,0,0,0,0,0
160068,1,1,0,0,0,0,0,0,0,0,0,0
160068,2,1,0,0,0,0,0,0,0,0,0,0
160068,3,1,0,0,0,0,0,0,0,27,0,0
160069,1,1,0,0,0,0,0,0,0,0,0,0
160070,1,1,19,19,19,19,19,19,19,19,19,19
160071,1,1,0,0,0,0,0,0,0,0,0,10
160072,1,1,0,12,0,9,0,0,11,0,0,0
160073,0,1,0,0,0,0,0,0,0,0,0,0
160073,1,1,0,0,0,0,0,0,0,0,0,0
160074,1,1,14,14,14,14,14,14,14,14,14,14
160075,1,1,0,0,0,0,0,0,0,0,0,0
160075,2,1,0,0,0,0,0,0,0,0,0,0
160076,0,1,0,0,0,0,0,0,0,0,0,0
160076,1,1,0,0,0,0,0,0,0,0,0,0
160077,1,1,0,0,0,0,0,0,0,0,0,0
160078,1,1,0,0,0,0,0,0,0,0,0,0
160079,1,1,0,0,0,0,0,0,0,0,0,0
160079,2,1,0,0,0,0,0,0,0,0,0,0
160079,3,1,0,0,0,0,0,0,0,0,0,0
160080,1,1,0,0,0,0,20,0,0,0,6,0
160081,1,1,12,12,12,12,12,12,12,12,12,12
160082,1,1,0,0,0,0,0,0,0,0,9,0
160082,2,1,0,0,0,0,0,0,0,0,0,0
160082,3,1,0,0,0,0,0,0,0,0,0,0
